order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date
iaZsL6qGjOiD,zFBpmqh2w4a5,delivered,2018-08-01 21:36:45,2018-08-01 21:45:15,2018-08-16 00:20:35,2018-08-09
ASMJCsrwxjol,xnuO58AqZK4E,delivered,2017-10-18 15:53:45,2017-10-18 16:07:43,2017-10-26 18:30:45,2017-11-10
NtyeAEw8mGBc,I2ts4ieRABFW,delivered,2018-04-06 11:28:12,2018-04-07 02:48:24,2018-04-26 19:26:40,2018-05-10
K3yGi7loyvmN,ZjLfw9Vc5om0,delivered,2017-09-06 12:34:01,2017-09-06 12:45:22,2017-09-16 16:46:00,2017-09-25
7PXL4teOnb4K,kxi00S0DQlaH,delivered,2018-01-31 18:00:29,2018-01-31 18:10:35,2018-02-21 20:47:06,2018-03-05
fPSShFPQtGvg,NjNXDFjyY22f,delivered,2017-07-22 22:19:02,2017-07-22 22:30:10,2017-07-31 12:33:06,2017-08-04
L2kYhrlT2DuA,TQynsDU1QDbv,shipped,2018-04-27 22:18:11,2018-04-27 22:35:14,,2018-05-28
Q2PyTjDPbl8o,iVav2tdoeZHH,delivered,2018-08-01 14:42:31,2018-08-01 14:50:20,2018-08-07 23:51:32,2018-08-08
7c25IzhBkzj7,XVmaAdLslRrL,delivered,2018-02-12 23:00:15,2018-02-12 23:15:23,2018-02-24 16:04:17,2018-03-06
BUeHctijVLnQ,gh7aybT8Pbut,delivered,2018-08-01 14:58:41,2018-08-01 15:31:17,2018-08-15 00:18:53,2018-08-27
F0SQScpH14Xq,wOP33h6mpQqu,delivered,2017-03-01 15:02:59,2017-03-01 15:10:24,2017-03-10 06:09:10,2017-03-31
JYexJuPPYcWE,tE9g3bVaZk0B,delivered,2018-07-24 17:04:17,2018-07-24 17:24:20,2018-07-31 01:04:15,2018-08-22
F14K64hZSaDR,qIbB7msZmZTu,delivered,2017-07-07 21:48:26,2017-07-07 21:55:21,2017-07-26 01:27:57,2017-08-11
t2sus39K9aQi,UgBwHfg4LUa4,delivered,2017-04-06 09:05:53,2017-04-06 10:02:24,2017-04-19 10:53:47,2017-05-02
jX6fraZDKClw,U2ovx9YeoQJl,delivered,2018-06-02 21:02:33,2018-06-02 21:15:19,2018-06-12 17:28:54,2018-07-19
gcnxBFHR8d03,C1412f9zNcNc,delivered,2018-06-19 14:21:11,2018-06-21 03:38:45,2018-07-03 15:29:36,2018-07-25
CvCrit84SMiE,CQurjhDkPjcJ,delivered,2017-02-07 19:50:11,2017-02-07 20:05:15,2017-02-15 12:37:50,2017-03-06
y5xP8L6vkRe8,5k3rqcwNCo84,delivered,2018-07-17 01:02:33,2018-07-17 01:15:13,2018-07-23 17:12:20,2018-07-31
TtJJeXj0yxDP,ZBVfLfScXH2z,delivered,2018-02-16 15:09:23,2018-02-16 15:26:55,2018-02-27 02:49:15,2018-03-12
KljzcTFZ1c6o,Z5ckGu6FzO61,delivered,2018-08-16 11:00:28,2018-08-16 11:15:16,2018-08-24 13:43:23,2018-08-31
6Enu0mhF0eQQ,3oZH65oZiAVR,delivered,2018-08-01 19:32:45,2018-08-01 20:30:22,2018-08-16 17:58:51,2018-08-20
B10BWO7mXzdR,ZsQrUDDEMUR1,delivered,2017-11-05 16:14:34,2017-11-05 16:26:44,2017-11-20 22:48:45,2017-12-06
kn9HZdk8vEp6,uv9Oho1NXqYb,delivered,2017-06-20 08:51:27,2017-06-20 09:03:57,2017-06-23 13:15:54,2017-07-12
2crbqmDVRlKC,xVglksCgPjHe,delivered,2018-08-10 14:52:35,2018-08-11 14:55:09,2018-08-18 19:29:45,2018-08-21
361zv8aV02ko,ASb2hFfbHPfh,canceled,2018-01-24 12:12:58,2018-01-24 15:16:07,,2018-03-06
HfDrvj1zA6Er,yBytLUGWa1es,delivered,2018-06-07 18:25:20,2018-06-07 18:55:39,2018-06-19 17:49:31,2018-07-05
wXokibtskIrJ,CojoafIlqq75,delivered,2017-02-07 20:15:42,2017-02-07 20:25:21,2017-02-23 04:28:51,2017-03-08
fXhakadj6dvy,HoL7GEx35lDK,delivered,2018-07-23 18:42:13,2018-07-24 10:31:13,2018-08-02 18:27:41,2018-08-10
BFBJOA0n4aBm,5gwioq4mDoR7,delivered,2018-08-13 14:36:26,2018-08-13 14:50:18,2018-08-20 18:51:40,2018-08-24
eKyQR9iMsuV8,5XkTHvvtAJOX,delivered,2018-03-08 18:05:20,2018-03-08 18:29:48,2018-03-16 17:12:19,2018-04-10
1Bcx3BPm2Blj,oY0hH5H5TfyV,delivered,2018-08-09 10:56:48,2018-08-09 15:25:33,2018-08-13 12:28:46,2018-08-15
CxpPuqTG5gfJ,R6yxmv1QCWQW,delivered,2017-11-29 13:26:49,2017-12-01 11:31:24,2017-12-12 17:14:44,2017-12-27
HkfY1QgH781G,d7bGyYTZfgsg,delivered,2018-07-30 08:34:27,2018-07-30 08:45:09,2018-08-04 00:28:25,2018-08-08
kbvmtZsYgwUY,EkPcaLWG9Kuk,delivered,2018-05-03 20:48:44,2018-05-03 21:11:05,2018-05-16 19:40:53,2018-05-22
aM2nJWlFtoAX,UNgNmCbx3Yih,delivered,2018-08-12 13:01:30,2018-08-12 13:15:11,2018-08-17 22:48:39,2018-08-24
UzQovlulZZwd,FC3mNH3uw2lz,delivered,2018-04-26 11:44:48,2018-04-26 11:55:27,2018-05-10 18:12:33,2018-05-24
tdjLqAHpc32M,ILsNnEMpG1se,canceled,2018-01-28 00:25:15,2018-01-28 00:36:35,,2018-02-20
7v990UbNTIHI,Euf9905VY7xr,delivered,2018-06-18 16:49:24,2018-06-18 17:20:28,2018-06-28 19:14:34,2018-07-26
LVbvmfr2Ge5A,IzCbYIOo1WPq,delivered,2017-03-31 14:05:50,2017-03-31 14:15:22,2017-04-12 12:55:52,2017-04-20
myzBBej3Pjgi,1zdGNTyhJEHS,delivered,2017-11-25 20:39:58,2017-11-25 20:51:55,2018-01-13 15:38:14,2017-12-19
gNTx1Ioo8w9x,JVzhJBHOLhIr,delivered,2017-10-29 11:49:41,2017-10-31 04:26:31,2017-11-03 20:14:08,2017-11-24
2BGufionfY4F,UhBgFdatfGgN,delivered,2017-01-26 13:14:02,2017-01-26 13:25:13,2017-02-02 13:47:53,2017-03-02
9DKbd2ftWp0c,GWmrhPoMfZc9,delivered,2017-11-06 17:21:59,2017-11-07 07:30:38,2017-11-21 20:57:14,2017-11-28
4Qa8znOCK0o0,jS8HDzWe8vqw,delivered,2018-02-15 22:43:42,2018-02-16 14:31:26,2018-02-21 19:22:05,2018-03-01
aFNp79N1bbxr,SNg17S2ZX8Ys,delivered,2018-06-28 20:38:00,2018-06-28 20:50:19,2018-07-03 16:32:51,2018-07-19
2UVhLbJhCe6z,CDiyFKQDrZOM,delivered,2018-03-17 17:12:36,2018-03-17 18:15:27,2018-03-29 23:56:49,2018-04-05
qhNFNx1IO29N,lOnvQDF9lHDZ,delivered,2018-04-26 17:11:38,2018-04-26 18:02:11,2018-05-03 21:04:09,2018-06-04
Cl02US7p0Pml,OHeOVskG9nsq,delivered,2017-12-23 19:36:37,2017-12-24 19:30:26,2018-02-20 23:42:30,2018-02-01
IzBvuBTfbclp,KHMwa8BdnTqW,delivered,2018-03-01 19:21:56,2018-03-01 19:35:44,2018-03-15 17:52:45,2018-03-26
VSvFV2SR8RyW,37A9cAwjdOMC,delivered,2018-05-15 18:32:52,2018-05-15 18:59:06,2018-05-21 20:22:42,2018-05-29
rxkf90vjPdMt,yYg3MhZy9xOv,delivered,2017-10-10 21:02:09,2017-10-10 21:14:35,2017-10-16 21:29:55,2017-10-24
zuKmW5YjE7iM,rYgpOug55miN,delivered,2017-11-26 20:13:08,2017-11-28 20:15:42,2017-12-04 12:18:11,2017-12-22
rJXQNkLcZZKB,fUEUCWhbJgQ2,delivered,2017-11-24 22:34:03,2017-11-25 01:37:21,2017-12-08 17:52:41,2017-12-18
KHQT6FUopZp0,DlsWO85VG4Xf,delivered,2018-02-25 11:27:26,2018-02-25 11:45:34,2018-03-05 20:21:48,2018-03-16
EBseKCtQVcon,xZvCz9GlFT7u,delivered,2017-07-28 09:14:22,2017-07-28 09:25:09,2017-08-08 19:03:27,2017-08-21
1NQkU50TWY41,gG4DwS4PeeJd,delivered,2018-02-24 20:54:13,2018-02-24 21:28:11,2018-03-15 16:41:14,2018-03-21
wxtHQxerGwAz,3enlqRN2VeTT,delivered,2017-07-31 15:28:17,2017-07-31 15:45:16,2017-08-09 19:13:50,2017-08-22
ykNjP6YnDUQP,guo2WG10lRVd,delivered,2018-01-05 18:37:18,2018-01-05 19:32:08,2018-01-31 15:52:26,2018-02-07
lSBHgd6XmTXK,PdXvXPJ9MQzJ,delivered,2018-02-08 13:14:37,2018-02-08 13:29:30,2018-02-21 22:04:56,2018-03-12
7Ahn2a8N3QKl,Ee5lFqTXlXDt,delivered,2018-06-08 16:42:11,2018-06-08 19:31:06,2018-06-18 21:04:38,2018-06-28
Q9rXCfef9LZy,HBxY63dY0mpa,delivered,2018-03-10 22:25:00,2018-03-12 08:35:32,2018-04-16 11:52:47,2018-04-13
rSW4oSGCBPZO,tMfGiCZJUfDl,delivered,2017-02-28 18:47:03,2017-02-28 19:19:56,2017-03-15 12:51:42,2017-03-22
qWHSk2v6YwSi,f1d7Kp4lEFSl,delivered,2018-08-06 17:17:40,2018-08-06 17:30:14,2018-08-13 16:18:48,2018-08-27
ZQ8W5TqPrTqn,8OP6dbRdIOxI,delivered,2017-04-01 15:30:14,2017-04-03 20:10:15,2017-04-11 15:54:36,2017-04-28
KiZYpBwrlAw5,M6xfSIXyiJ9k,delivered,2018-06-07 19:42:40,2018-06-07 19:55:49,2018-06-22 01:08:28,2018-07-23
0fEsxjy24nFs,lBjhx3L171Id,delivered,2018-03-16 09:18:35,2018-03-17 02:40:31,2018-03-23 21:54:48,2018-04-04
viGU6xu9LTXQ,zlw4UhzEVsvz,delivered,2018-08-20 16:36:33,2018-08-20 17:10:39,2018-08-28 17:40:44,2018-08-30
MK6cg7fE1MBH,a1rBTFsNzCiL,delivered,2018-05-20 01:24:02,2018-05-20 08:17:29,2018-06-11 13:34:28,2018-06-07
rBJS74EAilUZ,amGm18ep03GJ,delivered,2017-05-22 08:19:53,2017-05-22 08:30:14,2017-06-05 12:37:46,2017-06-26
b2OwNSdyB216,Pg1FTfliGpeL,delivered,2017-05-18 11:00:52,2017-05-19 11:05:14,2017-05-30 03:06:55,2017-06-09
ISDbOcXS988N,rZMrzgxsMxX5,delivered,2018-04-19 08:19:39,2018-04-19 08:30:25,2018-05-03 23:21:49,2018-05-16
FDwRjWXoIDP8,YHRW0p3oEeNb,delivered,2018-03-25 21:20:12,2018-03-26 21:15:25,2018-04-05 00:28:50,2018-04-19
rccgxOIgtFqB,D6W0icURVWxJ,delivered,2018-08-22 17:40:17,2018-08-24 03:25:29,2018-08-30 21:28:47,2018-08-30
Uqw40pTzwsEI,M7Qbu23T91Vt,delivered,2018-03-03 14:42:08,2018-03-06 03:55:46,2018-03-21 21:33:35,2018-03-26
ONS1E7tAX7lj,MgukWafQQ9gV,delivered,2018-04-15 15:23:10,2018-04-17 05:50:16,2018-04-26 20:15:34,2018-05-11
I8BGkKSHjdV1,vnldYsOlFPoi,delivered,2018-01-06 16:18:32,2018-01-06 16:32:15,2018-01-25 17:53:13,2018-02-05
t9ccKQqKifo0,qtbOFTdQwZow,delivered,2018-03-23 21:56:30,2018-03-27 04:08:22,2018-04-19 17:37:34,2018-04-13
Unn3dOgaaGnP,JSszhRxli6s1,delivered,2017-07-17 09:46:31,2017-07-18 09:45:18,2017-07-27 16:07:43,2017-08-23
DLmkmtvzA1Lm,rLLPaGDQZPBl,delivered,2017-05-07 12:08:13,2017-05-09 09:30:29,2017-05-22 12:40:09,2017-06-02
CIhE5Fv9UHkn,YVkXs0df3DIL,delivered,2018-07-11 16:45:59,2018-07-11 16:55:30,2018-07-14 17:14:37,2018-07-23
hbNnKx4trVGs,6VvQbW2FGCuZ,delivered,2017-10-22 13:02:17,2017-10-23 17:14:14,2017-11-03 19:12:11,2017-11-10
NAcsmrSZ8ume,t1HShm8IFqmu,delivered,2018-01-10 15:54:44,2018-01-10 16:10:08,2018-01-17 13:09:23,2018-02-02
7BJgHWktZxpJ,xxT5xObelvKv,delivered,2017-08-03 17:18:23,2017-08-03 17:35:17,2017-08-07 14:15:40,2017-08-23
ZRJHKwSFemFW,kjQQPZdBD4l4,delivered,2018-05-03 03:40:01,2018-05-03 04:32:59,2018-05-04 19:42:52,2018-05-15
V08z645YJy2g,0RariQsqd4Wi,delivered,2018-07-19 19:38:48,2018-07-19 19:50:11,2018-07-21 14:24:30,2018-07-27
lS6e871WVaKO,FPbUq7a8Va1C,delivered,2018-04-02 14:26:59,2018-04-02 14:51:04,2018-04-11 02:41:48,2018-04-18
yFvcz76yI9cR,AyiE8Pcfc5bd,delivered,2017-08-08 20:26:31,2017-08-08 20:43:31,2017-08-14 12:46:18,2017-08-30
4OMRnoJZjkTZ,4xHcqA5Im7d4,delivered,2017-09-12 14:18:39,2017-09-12 14:30:36,2017-09-21 21:47:57,2017-10-10
rjG792AfF5AX,nzYSlxd3J7OA,delivered,2017-11-24 22:52:14,2017-11-25 01:53:47,2017-12-15 13:29:12,2017-12-14
PHp6Rhy2X6UZ,UcBrcewE0L3n,delivered,2017-11-24 10:27:33,2017-11-24 11:51:50,2017-12-14 18:47:16,2017-12-18
2WlzkSSP6Eek,Kanfu6kIPiVB,delivered,2018-06-03 11:22:06,2018-06-05 04:52:00,2018-06-07 22:58:56,2018-06-28
pS1QwS1DaFbv,Anpts5lCWqpe,delivered,2018-07-30 22:09:45,2018-07-30 22:44:16,2018-08-01 23:55:45,2018-08-07
zLnEA57DNGOu,XJgPtDUqPk6t,delivered,2018-06-07 22:32:24,2018-06-07 22:55:51,2018-06-18 14:31:22,2018-07-17
5glm1BIDEVpp,vkLYziGEcHSu,delivered,2018-06-07 14:59:02,2018-06-07 15:19:19,2018-06-15 16:12:32,2018-07-13
6KiSJ92oOfSR,O2CEJO5H4im2,delivered,2017-03-22 07:14:31,2017-03-22 07:14:31,2017-03-27 11:51:51,2017-04-13
5GVSUHdnkTMG,rbMlSte9v2EH,delivered,2017-09-18 23:41:24,2017-09-18 23:55:14,2017-10-04 19:22:42,2017-10-04
jL7OvqQzCfNk,SRXNgzPRsVYS,delivered,2018-08-13 13:54:00,2018-08-14 15:04:11,2018-08-20 20:42:02,2018-08-28
NwFMivTppuFv,smahM3XTlq3g,delivered,2018-04-05 14:46:51,2018-04-05 15:09:52,2018-04-30 21:41:07,2018-05-14
c3vGmlHqtsPb,DVs0ebDH4qby,delivered,2018-04-10 15:09:41,2018-04-10 15:30:49,2018-04-20 15:26:35,2018-05-10
yOMqF5E1PcNf,rxY1K6uYiVB1,delivered,2018-02-23 08:38:47,2018-02-23 09:20:21,2018-03-02 19:48:41,2018-03-09
tL9sJZ7S6V80,kCHQOuGmF4IK,delivered,2017-05-12 10:28:31,2017-05-12 10:42:46,2017-05-26 14:04:40,2017-06-06
HAG807BQFMbk,80AnJYCWOQuv,delivered,2018-06-18 21:01:28,2018-06-18 21:17:58,2018-06-20 18:32:07,2018-06-28
2ED9gdH8aVeY,S2OSUlBdp4Sg,delivered,2018-03-15 18:35:33,2018-03-16 18:30:39,2018-03-26 23:26:34,2018-04-09
ynM1OIoXyZP3,5Rj6E77HjUm0,delivered,2017-10-18 13:34:48,2017-10-20 02:49:40,2017-10-25 16:36:09,2017-11-06
ywBFvgYPJ5kF,HLLvhZp7ef4V,delivered,2018-03-09 19:28:24,2018-03-09 19:48:23,2018-03-21 20:56:25,2018-03-28
URi05vdfCA6R,FcGOqd7dYr3B,delivered,2017-10-17 13:54:53,2017-10-18 02:58:31,2017-11-03 17:51:51,2017-11-06
k04CcjsdePyh,CFcl8qep8FUe,delivered,2017-09-30 14:35:09,2017-09-30 14:49:49,2017-10-11 17:43:16,2017-10-24
oWDiQBRB3Cw7,DMyn3dHwJFCV,delivered,2018-05-18 23:44:29,2018-05-22 08:33:53,2018-06-13 19:58:20,2018-06-05
l130aKNShYPa,1IQ0ZXWWb4hR,delivered,2018-08-15 18:17:46,2018-08-15 18:30:08,2018-08-20 18:06:33,2018-08-27
0qBmw7nUNtUS,1TV60j0j9yFc,delivered,2018-02-21 09:19:28,2018-02-22 09:15:33,2018-03-05 22:36:59,2018-03-13
n4cYyQ1oLdwg,8cPsCLUdpvup,delivered,2018-01-01 22:40:31,2018-01-01 23:36:56,2018-01-09 20:14:51,2018-02-02
4e5mYUB2olzz,oo0D16UFM8hA,delivered,2018-06-30 10:06:02,2018-06-30 10:30:02,2018-07-04 21:44:30,2018-07-25
55jfeiGzQnFJ,Uz208QM5IUuw,delivered,2018-08-06 16:45:06,2018-08-06 17:04:38,2018-08-09 20:24:26,2018-08-14
Z7dZNTvE0AMp,Xss29NHTRjpc,delivered,2018-02-24 14:24:57,2018-02-24 14:35:35,2018-03-02 01:13:30,2018-03-14
gPJzF9YgzTf1,ohpHMWpssrY0,delivered,2017-11-22 09:52:07,2017-11-24 03:10:32,2017-12-01 21:03:34,2017-12-26
O0ZiRgkvgSGP,FybqEccSsUlO,delivered,2017-01-30 20:28:45,2017-01-30 21:35:50,2017-02-08 13:12:40,2017-03-07
aafcJ9LPb5J6,ZDqgTCAI6lXd,delivered,2017-11-24 13:04:45,2017-11-24 15:14:13,2017-12-08 21:15:35,2017-12-15
IQYeMa0Yr9Z8,FKfp3nUaqAcD,delivered,2018-04-27 14:17:09,2018-04-27 14:32:15,2018-05-08 23:52:45,2018-05-22
8SNs25578WwF,LgXSZABoj9e5,delivered,2018-02-07 03:14:50,2018-02-07 03:29:56,2018-02-19 20:16:02,2018-03-08
4JhYjhuTpGwZ,qJ93PWM3xd5U,delivered,2017-10-07 14:35:35,2017-10-07 14:49:26,2017-10-19 18:03:41,2017-11-01
PblZNITrO0zS,5LQ0gJ1IdyPK,delivered,2017-12-30 13:46:14,2017-12-30 13:54:24,2018-01-10 21:18:27,2018-01-29
6rV5I3VgSuLU,SbZDMfxNDzQ9,delivered,2017-09-02 10:09:12,2017-09-02 10:24:09,2017-09-20 20:21:59,2017-09-27
HWps6tRTTRHZ,ndPJqw22NUiD,delivered,2018-02-10 10:11:21,2018-02-10 10:28:07,2018-02-20 18:23:18,2018-03-06
rwqe3MdRPFXN,Ad5vBzAqopLe,delivered,2017-11-16 15:55:19,2017-11-16 16:08:57,2017-11-23 23:38:51,2017-12-05
bnPOcKyBrThj,fRcczkgGEwL1,delivered,2018-04-30 14:04:18,2018-04-30 14:15:16,2018-05-18 18:11:58,2018-05-29
NDAf9oogG6Yv,MKVTloPYvFko,delivered,2018-01-30 19:23:29,2018-01-30 19:35:31,2018-02-05 23:46:33,2018-02-15
qsZiM5dLi2sa,yPnp6VsB7l66,delivered,2018-01-21 10:35:33,2018-01-22 13:46:56,2018-02-14 20:42:27,2018-02-20
g4tNFxGyN65n,wNtDoKx6kHec,delivered,2018-08-06 12:58:28,2018-08-06 13:10:15,2018-08-10 20:44:41,2018-08-22
IJh3Krc7gRVa,oAJiy2EBXlH2,delivered,2017-09-28 20:51:51,2017-09-28 21:14:15,2017-10-11 19:37:49,2017-10-27
3GDidJAGjpyC,bpXQGixPbSNJ,delivered,2017-08-26 16:17:10,2017-08-29 05:32:42,2017-09-02 16:05:32,2017-09-12
V5te5vuW08Rx,zKmM98dXEHY0,delivered,2018-06-02 11:03:09,2018-06-02 11:15:16,2018-06-14 19:08:51,2018-07-17
tOHAe8K4l8ZM,PkyRAYUOzKP8,delivered,2018-02-28 10:21:31,2018-02-28 10:35:42,2018-03-13 19:23:46,2018-03-23
kdChcK7oj6ZO,C1w2OyyjuSF2,delivered,2018-03-27 16:41:35,2018-03-27 16:55:20,2018-03-31 17:44:27,2018-04-13
63DQcma70ZcN,wrNXLiRG6h7M,delivered,2017-12-23 15:48:34,2017-12-23 16:09:48,2018-01-03 19:05:33,2018-01-24
MDbT46iGIVmT,zKDZsPXtZVlt,delivered,2018-04-04 17:15:58,2018-04-05 17:10:23,2018-04-21 00:44:29,2018-05-10
3vhVoq9VdzkU,U7Ef9QaXlKLL,delivered,2018-06-06 17:33:25,2018-06-08 03:15:21,2018-06-15 18:52:45,2018-07-18
ZREZaNE9EaHc,FgO1x3GZ4bVc,delivered,2018-02-14 20:21:40,2018-02-14 20:30:36,2018-02-24 01:03:50,2018-03-09
lw0Y0bBKYg4t,MAuQTvai4kPt,delivered,2018-02-23 14:58:23,2018-02-27 04:31:13,2018-03-23 15:35:12,2018-03-26
Een9BAF7bU3G,POITEETj2Wjh,delivered,2018-03-06 15:57:28,2018-03-08 02:50:29,2018-03-14 21:28:46,2018-03-26
bGxJeyb2Fz77,3Syzkyy6WJ9V,delivered,2018-01-16 21:22:59,2018-01-16 21:32:02,2018-01-26 22:05:14,2018-02-08
AoqwoC5Roi2L,Ict8aPih0b67,delivered,2018-07-30 01:03:18,2018-07-30 01:15:08,2018-08-01 15:06:32,2018-08-13
65WGGanF4kWa,F9JkudInifTc,delivered,2018-08-14 09:43:24,2018-08-14 09:55:20,2018-08-23 02:58:46,2018-09-03
vuzYDuHWfWYf,MizezMkTX9fp,delivered,2018-05-19 10:58:30,2018-05-22 09:15:28,2018-06-04 15:36:44,2018-06-08
6VACyjghrasT,Rv8uQnQGjb9v,delivered,2018-03-03 19:40:01,2018-03-03 19:50:53,2018-03-17 01:42:32,2018-03-27
TkUnIgADUSbj,FZik98L92kzJ,delivered,2018-06-14 10:19:03,2018-06-14 10:41:46,2018-06-27 14:55:11,2018-07-13
bKq2FWQMilOq,EhNnLpnV9eJe,delivered,2018-02-06 18:30:17,2018-02-06 18:55:36,2018-03-10 18:21:09,2018-03-01
mGVLltfknaHI,0xWXqhJDadhb,delivered,2018-01-09 10:06:48,2018-01-10 10:32:45,2018-01-25 19:08:51,2018-02-01
65yxWLT0NWTO,xKHimkjqtuvU,delivered,2017-03-02 15:22:55,2017-03-04 02:23:28,2017-03-14 13:12:23,2017-03-31
pekb0MGox44g,lcF5zFzNi0X7,delivered,2018-04-28 15:43:17,2018-04-28 15:55:17,2018-05-03 14:57:49,2018-05-25
K9T2hqaBFj1M,OdWNDI386hZa,delivered,2018-08-16 21:31:19,2018-08-16 21:49:31,2018-08-27 15:23:50,2018-09-04
fYRxlFN0hrVW,oyJv8j55L7Jf,delivered,2017-03-04 17:54:28,2017-03-04 18:05:10,2017-03-21 02:13:51,2017-03-31
jk4WZPw5WJyb,Wrdj22DSNMTN,delivered,2018-05-17 20:07:30,2018-05-18 01:57:24,2018-05-25 19:36:35,2018-05-28
j53NP2D5oqxv,kM9hEYJxmd5j,shipped,2018-03-21 22:02:42,2018-03-21 22:15:53,,2018-04-11
BdNYS1fCktoS,lXw92sLpzmTS,delivered,2018-02-04 21:08:05,2018-02-04 21:29:24,2018-02-22 21:23:28,2018-03-08
Md9bFJurbpcU,RY3zjnPBoxe0,delivered,2017-09-30 14:13:01,2017-09-30 14:24:40,2017-10-11 19:47:47,2017-10-27
zLqOuR0xb1zD,bogcDWg8DPka,delivered,2018-03-02 21:29:29,2018-03-02 21:35:24,2018-03-07 20:34:43,2018-03-14
KtwUmulYspts,dIp9VQcM2p59,delivered,2018-07-23 08:50:48,2018-07-28 23:31:06,2018-07-26 17:03:43,2018-07-31
LPCPNDvxLwb1,bqZbR38PbkOP,delivered,2017-09-14 10:24:28,2017-09-14 10:36:26,2017-09-15 17:07:32,2017-09-26
iPyU0BW64kH7,tlDeG99SngsU,delivered,2018-06-29 09:45:06,2018-06-29 21:50:29,2018-07-09 19:48:49,2018-08-01
ihFUQqZXpPQL,PVaEn4WXy5wt,delivered,2017-03-02 11:53:33,2017-03-02 12:05:49,2017-03-14 15:47:49,2017-03-23
dgzONY82abQn,LDm5n6nyqXC4,delivered,2018-02-08 21:34:04,2018-02-08 21:47:57,2018-02-20 01:35:06,2018-03-02
acHXOgSZC4n2,nip9nVLwbhDd,delivered,2018-02-28 15:28:14,2018-02-28 15:49:55,2018-03-03 12:37:32,2018-03-13
Z6Zjx3uTNag7,kJxO1OXxhNre,delivered,2017-10-23 12:43:51,2017-10-23 12:56:08,2017-10-28 13:42:20,2017-11-09
sVbUDHnpFU8q,XBg0ebUrNTK3,delivered,2017-11-24 11:34:58,2017-11-24 13:33:10,2017-11-30 20:27:53,2017-12-08
vmAFVnP1RGDf,7HPrPQskY5Fh,delivered,2018-03-02 20:37:29,2018-03-03 02:35:44,2018-05-09 23:08:44,2018-03-22
JYppvC1Ij1zP,9R8r1u6xxINC,delivered,2017-03-25 09:08:40,2017-03-28 03:51:24,2017-04-07 12:23:32,2017-04-18
JunUPcc3x1fP,RdOklaO4tF9z,delivered,2018-01-26 13:19:23,2018-01-27 02:40:16,2018-02-21 17:42:50,2018-02-19
vMm4070FvwcC,wTRjhFewOS1u,delivered,2018-07-31 14:00:46,2018-07-31 14:31:53,2018-08-08 21:16:50,2018-08-21
kdNTAoac8xv4,gr8xLsPUzbDa,delivered,2018-02-07 09:58:30,2018-02-07 10:15:25,2018-02-10 13:14:39,2018-02-23
9BnoQ6mAm7wd,5lIo4mKglzb2,delivered,2017-08-28 22:47:13,2017-08-28 22:55:20,2017-09-06 20:56:55,2017-09-18
Nd3o3FYKBUpO,SJehdFwp6LQ6,delivered,2018-04-18 20:55:32,2018-04-18 21:11:16,2018-04-30 20:17:32,2018-05-21
ofdFqLgEdWID,sTd2ahVAb5IW,delivered,2018-04-06 18:05:05,2018-04-06 18:29:25,2018-04-11 22:45:31,2018-04-30
26Nx3ExKZO1m,uYc2aSU5TGas,delivered,2018-05-08 21:04:24,2018-05-08 21:15:28,2018-05-21 20:48:51,2018-05-29
oPqqMVExg22c,9f4CP8OssiNv,delivered,2018-01-05 20:33:32,2018-01-05 20:40:24,2018-01-29 18:29:25,2018-02-16
ut4aqHKA91mN,tch8y98zfW2J,delivered,2018-07-01 23:09:43,2018-07-01 23:29:53,2018-07-11 01:32:55,2018-07-20
J4AubA9vuIdC,5dQt0zI3AgZu,delivered,2018-05-01 21:27:28,2018-05-01 21:51:35,2018-05-15 16:51:55,2018-05-29
F7GWpVXIpYEk,rhgDQP8tit4p,delivered,2018-05-01 21:27:28,2018-05-01 21:51:35,2018-05-15 16:51:55,2018-05-29
lj0SYDlK4WzD,jUUWjZN21HzT,delivered,2018-03-03 12:25:48,2018-03-03 12:49:30,2018-03-13 15:38:27,2018-03-29
hy9aKFHwjJij,uTw7YkyAmhd8,delivered,2018-03-19 20:13:59,2018-03-19 20:28:06,2018-03-27 23:12:33,2018-04-09
8XveGR27lAFe,toHI02mhJmqG,delivered,2017-12-05 21:45:56,2017-12-05 21:58:54,2017-12-21 16:52:06,2018-01-08
vBgIu4j3WAQF,eoX4XeFwqCVA,delivered,2018-01-08 21:16:36,2018-01-08 21:29:40,2018-01-17 16:38:15,2018-01-31
2bwndU2sMfFT,wN0bKuSEA7AX,delivered,2017-11-23 09:21:45,2017-11-23 09:32:11,2017-12-09 10:52:46,2017-12-13
Gmd6ksmx8iKt,Ah3FTu12FIzN,delivered,2018-08-06 18:47:58,2018-08-06 19:05:07,2018-08-13 22:28:53,2018-08-16
OPfeVyPf5AoZ,Jcnk5TkURnuN,delivered,2018-01-21 17:37:57,2018-01-23 03:52:34,2018-01-31 19:52:24,2018-02-06
Gsmm53MqWNTi,8z0qQjnNbQ7j,delivered,2018-05-01 12:45:11,2018-05-01 13:36:11,2018-05-09 18:19:26,2018-05-30
GlKScWdPQRBj,c347jZsq22w6,delivered,2018-03-10 14:31:09,2018-03-10 15:48:20,2018-03-20 17:36:57,2018-03-23
